,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
157029,2.02E+16,2015,12,26,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Hawara,32.154515,35.258552,1,0,,"12/26/2015: An assailant ran over an Israel Defense Forces (IDF) soldier at the checkpoint in Hawara, West Bank. The assailant was killed and at least one soldier was wounded in the attack. No group claimed responsibility; however, sources identified the assailant, Maher al-Jabi, as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Suspect shot after targeting soldier in West Bank car ramming attack,"" Jerusalem Post, December 26, 2015.","""Soldier Lightly Wounded in Jerusalem Stabbing Attack,"" Haaretz, December 27, 2015.","""Israeli Soldier Lightly Wounded in Palestinian Car-Ramming Attack; Assailant Shot, Severely Injured,"" OSC Summary, December 26, 2015.",START Primary Collection,0,0,0,0,
157229,2.02E+16,2015,12,31,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Hawara,32.154515,35.258552,1,0,,"12/31/2015: An assailant ran over an Israel Defense Forces (IDF) soldier at the checkpoint in Hawara, West Bank. The assailant was killed and the soldier was injured in the attack. No group claimed responsibility; however, sources identified the assailant, Hassan Bazour, as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Hawara Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""IDF soldier lightly wounded in West Bank ramming attack; assailant shot,"" Jerusalem Post, December 31, 2015.","""Palestinian in West Bank rams Israeli forces with car shot dead,"" MENA English (Middle East and North Africa Financial Network), December 31, 2015.","""Breaking: Soldier lightly wounded in vehicular attack near Huwwarah; terrorist neutralized,"" Ynet News, December 31, 2015.",START Primary Collection,0,0,0,0,
157260,2.02E+16,2016,1,1,,0,,69,France,8,Western Europe,Auvergne-Rhone-Alpes,Valence,44.93348,4.89236,1,0,,"01/01/2016: An assailant rammed his vehicle into soldiers guarding a mosque in Valence, Auvergne-Rhone-Alpes, France. A soldier was injured in the attack, while a civilian and the assailant were injured when soldiers opened fire. An individual, identified as Raouf El Ayeb, claimed responsibility for the incident and stated that he targeted soldiers because ""troops killed people.""",1,1,0,0,,,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",French Armed Forces,Guards,69,France,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Raouf El Ayeb, claimed responsibility for the incident and stated that he targeted soldiers because ""troops killed people."" Sources also noted that ""jihadist propaganda material"" was found on El Ayeb's computer.",0,,,1,1,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,3,0,1,0,,,,,0,,,,,,,,,,,,,,,,,"""Lyon - Man charged after car attack on French soldiers,"" AFP (North European Service), January 3, 2016.","""Man rams car into soldiers protecting mosque in France,"" Al Jazeera, January 2, 2016.","""French prosecutor says attack against soldiers guarding mosque not linked to terrorism,"" The Canadian Press, January 2, 2016.",START Primary Collection,-9,-9,0,-9,
158377,2.02E+16,2016,1,31,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Beit Ur al-Tahta,31.895181,35.083874,1,1,,"01/31/2016: An assailant attempted to ram his vehicle into military personnel near Beit Ur al-Tahta village, West Bank. The assailant was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,1,0,1,0,,,,,0,,,,,,,,,,,,,,,,,"""Three soldiers wounded in shooting attack next,"" Ynet News, February 1, 2016.",,,START Primary Collection,0,0,0,0,
159176,2.02E+16,2016,2,19,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ramallah,31.907141,35.198221,1,1,,"02/19/2016: An assailant attempted to ram a vehicle into Israeli soldiers near Ramallah city, West Bank. The assailant was killed after the soldiers opened fire in response to the attempted attack. No group claimed responsibility for the incident; however, sources identified the assailant as Abed Hamad, a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""2 alleged Palestinian attackers killed,"" JTA, February 19, 2016.","""State Department condemns stabbing death in West Bank of Tuvia Weisman, US citizen,"" JTA, February 19, 2016.",,START Primary Collection,0,0,0,0,
159699,2.02E+16,2016,3,4,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Alon Shvut,31.695183,35.114476,1,1,The incident occurred at the Gush Etzion Junction.,"03/04/2016: An assailant rammed her vehicle into a group of Israeli soldiers in Gush Etzion, West Bank. One soldier was injured in the attack and security forces shot and killed the assailant. No group claimed responsibility for the incident; however, sources attributed the attack to Amani Hosni Sabateen, a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldier,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Female attacker rams into soldiers at Gush Etzion junction; one soldier lightly hurt; terrorist shot dead,"" Ynet News, March 4, 2016.","""Initial Report: Soldier Lightly Wounded in Suspected West Bank Car-ramming Attack,"" Haaretz, March 4, 2016.","""Palestinian killed by security forces after car attack against soldier,"" EFE, March 4, 2016.",START Primary Collection,0,0,0,0,
160111,2.02E+16,2016,3,14,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Kiryat Arba,31.529733,35.118225,1,0,,"03/14/2016: Two assailants rammed their vehicle into a group of soldiers and opened fire on them at a bus station near Kiryat Arba, West Bank. Both assailants were shot and killed and one soldier was injured in the attack. This was one of two coordinated attacks in the area on the same day. No group claimed responsibility for the incident; however sources identified the assailants as Palestinian extremists.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),Soldiers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,2,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,2,0,2,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Two Israelis Wounded in Two Car-ramming Attacks Near Hebron,"" Haaretz, March 14, 2016.","""4 Israeli soldiers injured in 2 West Bank car-ramming and shooting attacks,"" JTA, March 14, 2016.","""3 Palestinians carry out shooting, car-ramming attacks, shot dead: army,"" Yahoo! UK and Ireland, March 14, 2016.",START Primary Collection,0,0,0,0,"201603140030, 201603140031"
160112,2.02E+16,2016,3,14,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Kiryat Arba,31.529733,35.118225,1,0,,"03/14/2016: An assailant rammed his vehicle into an Israeli military vehicle responding to the scene of an earlier attack near Kiryat Arba, West Bank. The assailant was killed and three soldiers were injured in the attack. This was one of two coordinated attacks in the area on the same day. Both the Al-Aqsa Martyrs Brigade and Hamas (Islamic Resistance Movement) separately claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,1,1,0,8,Unarmed Assault,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Israel Defense Forces (IDF),Vehicle,97,Israel,,,,,,,,,,,,,,,,,Al-Aqsa Martyrs Brigade,,Hamas (Islamic Resistance Movement),,,,,0,0,,0,1,0,1,7,"Posted to website, blog, etc.",1,7,"Posted to website, blog, etc.",,,,1,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,3,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""4 Israeli soldiers injured in 2 West Bank car-ramming and shooting attacks,"" JTA, March 14, 2016.","""Two Israelis Wounded in Two Car-ramming Attacks Near Hebron,"" Haaretz, March 14, 2016.","""3 Palestinians carry out shooting, car-ramming attacks, shot dead: army,"" Yahoo! UK and Ireland, March 14, 2016.",START Primary Collection,0,0,0,0,"201603140030, 201603140031"
161961,2.02E+16,2016,5,3,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ein Arik,31.909247,35.141358,1,0,,"05/03/2016: An assailant rammed a vehicle into military personnel in Ein Arik, West Bank. The assailant was killed three soldiers were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,3,0,0,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""The scene of the car-ramming attack northwest of Ramallah in the West Bank. Photo: United Hatzalah.,"" Algemeiner.com, May 3, 2016.","""3 Israelis injured, 1 seriously, in West Bank car-ramming attack,"" JTA, May 3, 2016.","""Three Israelis Wounded in Suspected Car-ramming Attack in West Bank,"" Haaretz, May 3, 2016.",START Primary Collection,0,0,0,0,
164089,2.02E+16,2016,6,24,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Kiryat Arba,31.529733,35.118225,1,1,,"06/24/2016: An assailant rammed her vehicle into another vehicle near Kiryat Arba, West Bank. Two civilians were injured in the assault and the assailant was killed by security forces. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,2,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Palestinian attempts to stab IDF soldier near Hebron; assailant shot,"" Jerusalem Post, September 20, 2016.","""Watch: Security cameras capture car ramming attack near Kiryat Arba,"" Jerusalem Post, June 24, 2016.","""Car-Ramming Attack Foiled Near Hebron After Driver Crashes Into Another Car,"" Algemeiner.com, June 24, 2016.",START Primary Collection,0,0,0,0,
164535,2.02E+16,2016,7,6,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Neve Daniel,31.67832,35.143993,1,0,,"07/06/2016: An assailant intentionally drove his vehicle into an Israel Defense Forces (IDF) vehicle in Neve Daniel, West Bank. At least four people, including three soldiers and the assailant, were wounded in the attack. No group claimed responsibility; however, sources identified the assailant as a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Israel Defense Forces (IDF),Vehicle,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,0,0,0,4,0,1,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Three IDF soldiers hurt in suspected West Bank car ramming attack,"" Jerusalem Post, July 6, 2016.","""4 injured in suspected car-ramming attack in West Bank,"" Xinhua General News Service, July 6, 2016.","""3 IDF Soldiers Hurt in Vehicle Terror Attack Near Neve Daniel on Hwy 60,"" Jewish Press, July 6, 2016.",START Primary Collection,0,0,0,0,
164777,2.02E+16,2016,7,14,,0,,69,France,8,Western Europe,Provence-Alpes-Cote d'Azur,Nice,43.693611,7.255833,1,0,,"07/14/2016: An assailant rammed a truck into a crowd celebrating Bastille Day in Nice, France. The assailant, identified as Mohamed Lahouaiej-Bouhlel, opened fire on police officers before being shot and killed. In addition to the assailant, 86 people were killed and 433 people were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident; however, Bouhlel's connection to ISIL could not be confirmed.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,78,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Bastille Day Celebration,69,France,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,Jihadi-inspired extremists,,,,,,"The specific motive is unknown; however, sources noted that Mohamed Bouhlel had indicated that he supported the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,0,0,,,,,,,,,,5,Firearms,3,Handgun,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,7,Fake Weapons,,,,,,,"A 7.56-mm handgun, a Renault Midlum cargo truck, a replica handgun, two replica assault rifles, and a fake grenade were used in the attack.",87,3,1,433,1,0,-9,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here.","""Attack on Nice: Who was Mohamed Lahouaiej-Bouhlel?,"" BBC, August 19, 2016.","""Nice, France attacker reportedly recruited by Algerian ISIS fighter, researched Orlando massacre,"" The Associated Press, July 18, 2016.","""Nice - Tunisian 'terrorist' kills 84 in Nice truck attack,"" AFP (North European Service), July 15, 2016.",START Primary Collection,-9,-9,1,1,
166519,2.02E+16,2016,8,29,,0,,21,Belgium,8,Western Europe,Brussels,Brussels,50.836426,4.367415,1,0,,"08/29/2016: Assailants drove a vehicle through the front gate of the Brussels National Institute of Criminology laboratory and then set the vehicle on fire in Brussels, Belgium. There were no reported casualties in the attack. No group claimed responsibility for the incident.",0,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Brussels National Institute of Criminology,Labratory,21,Belgium,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that the attack was carried out in order to dispose of evidence.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,-99,A laboratory and fence were damaged in this attack.,0,,,,,,,,,,,,,,,,There is doubt that this incident meets terrorism-related criteria. Officials suspected that the attack was meant to destroy evidence and may have been related to organized crime.,"""Brussels crime lab comes under arson attack,"" DAWN Group, August 30, 2016.","""Fire at Brussels crime lab was likely an attempt to destroy evidence,"" The Independent, August 30, 2016.","""Five people detained over fire at Brussels criminology institute,"" Reuters UK, August 29, 2016.",START Primary Collection,-9,-9,0,-9,
167094,2.02E+16,2016,9,16,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Kiryat Arba,31.529733,35.118225,1,1,The incident occurred near Kiryat Arba.,"09/16/2016: Two assailants rammed a vehicle into a bus stop near Kiryat Arba, West Bank. One assailant was killed and one assailant and three Israeli civilians were injured in the attack and ensuing clash. Palestinian extremists, identified as Fares Khadour and Raghad Abdullah Abdullah Khaddour, claimed responsibility for the incident.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,19,Transportation,101,Bus Station/Stop,Unknown,Bus Stop,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,2,1,1,8,Personal claim,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,4,0,1,1,3,Minor (likely < $1 million),-99,A bus was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""A Palestinian terror assailant's final morning leading up to attack,"" Jerusalem Post, September 19, 2016.","""Two Palestinians and a Jordanian killed after attacking Israelis, officials say,"" Los Angeles Times, September 16, 2016.","""Three Israeli Civilians Hurt in West Bank Car-Ramming, Army Says,"" Bloomberg, September 16, 2016.",START Primary Collection,0,0,0,0,
168674,2.02E+15,2016,10,28,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Ofra,31.955101,35.260324,1,0,,"10/28/2016: An assailant attempted to ram his vehicle into an Israel Defense Forces (IDF) checkpoint in Ofra, West Bank. Security forces opened fire, injuring the assailant. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,,,,,4,Military,36,Military Checkpoint,Israel Defense Forces (IDF),Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,1,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,0,0,0,1,0,1,0,,,,,0,,,,,,,,,,,,,,,,,"""3 Israeli border police officers injured in West Bank car ramming attack,"" JTA, October 30, 2016.","""Israel: Gunmen Open Fire at Car Near West Bank Settlement; IDF Searching for Assailants,"" Haaretz.com, October 29, 2016.","""Suspected terrorist attempts to run over soldiers in West Bank,"" The Times Of Israel, October 29, 2016.",START Primary Collection,0,0,0,0,
168756,2.02E+15,2016,10,30,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Bayt Umar,31.626705,35.104968,1,1,"The incident occurred at the Ofakim junction, near Bayt Umar.","10/30/2016: An assailant rammed his vehicle into Israeli Border Police personnel near Bayt Umar, West Bank. Three officers were injured in the attack before officers shot and killed the assailant. No group claimed responsibility for the incident; however, sources attributed the attack to a Palestinian extremist, identified as Khalid Ahmad Alyan Akhlil.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,3,Police,25,Police Security Forces/Officers,Israeli Border Police,Officers,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,3,0,0,1,3,Minor (likely < $1 million),-99,Vehicle was damaged in the attack.,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the majority reliable estimates are reported here.","""Developing: 3 Israelis hurt in West Bank shooting attack near Ramallah,"" Jerusalem Post, October 31, 2016.","""Israel says troops kill Palestinian who injured three in car attack,"" Reuters India, October 30, 2016.","""Israeli troops kill Palestinian in car-ramming attack in West Bank,"" Xinhua General News Service, October 30, 2016.",START Primary Collection,0,0,0,0,
170349,2.02E+16,2016,12,13,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Qalandiyah,31.861471,35.208428,1,0,,"12/13/2016: An assailant attempted to ram her vehicle at the Qalandiya checkpoint in Qalandiya, West Bank. Security forces opened fire, causing the assailant to stop. No casualties were reported in the attack and the assailant was arrested. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,3,Police,24,Police Checkpoint,Israeli Border Police,Qalandiya Checkpoint,97,Israel,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,1,1,0,,,,,,,,,,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Female terrorist attempts vehicular attack in Qalandiya, neutralized,"" Ynet News, December 13, 2016.","""Cop stabbed with screwdriver, lightly hurt in Jerusalem attack,"" The Times Of Israel, December 14, 2016.",,START Primary Collection,-9,-9,0,-9,
170510,2.02E+16,2016,12,19,,0,,75,Germany,8,Western Europe,Berlin,Berlin,52.501532,13.40185,1,0,The incident occurred in the Breitscheidplatz area of the city.,"12/19/2016: An assailant drove a truck into a Christmas market in Breitscheidplatz, Berlin, Germany. At least 12 people were killed and 48 people, including two United States citizens, were injured in the attack. This was one of two attacks carried out on the same day; in an earlier event, the assailant hijacked the vehicle and killed the driver. The assailant, identified as Anis Amri, had pledged allegiance to the Islamic State of Iraq and the Levant (ISIL). In addition, ISIL claimed responsibility for the incident; however, the assailant's connection to the group could not be confirmed. Amri was killed several days later by police officers in Milan, Italy.",1,1,1,0,,,1,1,0,8,Unarmed Assault,,,,,14,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Breitscheidplatz Christmas Market,75,Germany,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,999,Multinational,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Anis Amri, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).",0,,,1,1,0,1,6,Video,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A Scania R 450 semi-trailer truck was used in the attack.,12,0,0,48,2,0,1,3,Minor (likely < $1 million),-99,Stalls at a Christmas market were damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Berlin - Berlin truck attack: the investigation so far,"" AFP (North European Service), December 21, 2016.","""Reports: Berlin attack suspect Anis Amri shot dead in Italy,"" USA Today, December 23, 2016.","""BROWNSVILLE MAN AMONG 2 AMERICANS HURT IN BERLIN CHRISTMAS MARKET ATTACK,"" ABC 13 KTRK-TV (Houston), December 22, 2016.",START Primary Collection,-9,-9,1,1,"201612190002, 201612190003"
171090,2.02E+16,2017,1,8,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Jerusalem,31.784837,35.224613,1,0,The incident occurred in the Armon Hanatziv area of East Jerusalem.,"01/08/2017: An assailant drove a truck into a group of off-duty Israel Defense Forces (IDF) soldiers visiting the Tayelet in Armon Hanatziv neighborhood, Jerusalem, West Bank. At least four soldiers, including two United States citizens, were killed and 17 other soldiers were injured in the assault. The assailant, identified as Fadi al-Qunbar, was shot and killed after backing the vehicle up and ramming the crowd a second time. The Groups of Martyr Baha Eleyan claimed responsibility for the attack. Sources also suspected that the incident may have been carried out by the Islamic State of Iraq and the Levant (ISIL).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,8,Unarmed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Israel Defense Forces (IDF),"Soldiers: Erez Orbach, Yael Yekutiel, Shir Hajaj",97,Israel,,,,,,,,,,,,,,,,,Groups of Martyr Baha Eleyan,,Islamic State of Iraq and the Levant (ISIL),,,,,0,1,,0,1,0,1,7,"Posted to website, blog, etc.",0,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,A truck was used in the attack.,5,2,1,17,0,0,0,,,,,0,,,,,,,,,,,,,,,,The victims included Shira Tzur.,"""Obscure Palestinian Group Claims Jerusalem Truck Ramming Attack,"" New York Times, January 9, 2017.","""Netanyahu links Jeruslaem attack to IS. Israeli media calls him out,"" Middle East Eye, January 10, 2017.","""Israeli Soldier Killed in Jerusalem Truck Attack Was US Citizen,"" ABC News, January 9, 2017.",START Primary Collection,1,1,0,1,
171555,2.02E+16,2017,1,25,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,West Bank,Kochav Yaakov,31.880152,35.242773,1,1,,"01/25/2017: An assailant attempted to ram his vehicle into a bus stop near Kochav Yaakov, West Bank. The assailant was shot and killed by security forces. No group claimed responsibility for the incident; however, sources identified the assailant as Hussein Salem Abu Ghosh, a Palestinian extremist.",1,1,1,0,,,0,1,0,8,Unarmed Assault,,,,,19,Transportation,101,Bus Station/Stop,Unknown,Bus Stop,97,Israel,,,,,,,,,,,,,,,,,Palestinian Extremists,,,,,,,0,,,0,1,0,0,,,,,,,,,,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,,,,,,1,0,1,0,0,0,1,3,Minor (likely < $1 million),-99,A bus stop was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Two separate attacks in Binyamin region; two,"" Ynet News, January 26, 2017.","""Palestinian man who drove into a West Bank bus stop shot, killed,"" JTA, January 25, 2017.","""Palestinian attempts car-ramming, is shot dead: Israel army,"" Agence France-Presse Top News (English), t, January 25, 2017.",START Primary Collection,0,0,0,0,
